input,target
tutor: I congratulated her for her promotion.,I congratulated her on her promotion. || Hint: Gioi tu sai. 'Congratulate someone on something'
tutor: He blamed me for the mistake. (đúng),He blamed me for the mistake. || Hint: Khong loi. 'Blame someone for something' ung
tutor: I warned him about the danger. (đúng),I warned him about the danger. || Hint: Khong loi. 'Warn someone about something' ung
tutor: She reminded me for the meeting.,She reminded me of the meeting. || Hint: Gioi tu sai. 'Remind someone of something'
tutor: I informed the news to him.,I informed him of the news. || Hint: Cau truc 'inform'. 'Inform someone of something'
tutor: He convinced me to join. (đúng),He convinced me to join. || Hint: Khong loi. 'Convince someone to do something'
tutor: I persuaded her to stay. (đúng),I persuaded her to stay. || Hint: Khong loi. 'Persuade someone to do something'
tutor: She advised me to wait. (đúng),She advised me to wait. || Hint: Khong loi. 'Advise someone to do something'
tutor: I forbid you to go.,"I forbid you from going. (hoặc to go) || Hint: Gioi tu. 'Forbid someone from doing something' cung uoc, nhung 'forbid someone to do' cung pho bien"
tutor: They prevented me to enter.,They prevented me from entering. || Hint: Gioi tu va dang ong tu. 'Prevent someone from doing'
tutor: I'm counting on you. (đúng),I'm counting on you. || Hint: Khong loi. 'Count on' ung
tutor: I ran out of money. (đúng),I ran out of money. || Hint: Khong loi. 'Run out of' ung
tutor: He put up with the noise. (đúng),He put up with the noise. || Hint: Khong loi. 'Put up with' ung
tutor: I look up to my father. (đúng),I look up to my father. || Hint: Khong loi. 'Look up to' ung
tutor: She looks down on people. (đúng),She looks down on people. || Hint: Khong loi. 'Look down on' ung
tutor: I get along with my colleagues. (đúng),I get along with my colleagues. || Hint: Khong loi. 'Get along with' ung
tutor: We came up with a solution. (đúng),We came up with a solution. || Hint: Khong loi. 'Come up with' ung
tutor: He dropped out of school. (đúng),He dropped out of school. || Hint: Khong loi. 'Drop out of' ung
tutor: I am looking for my keys. (đúng),I am looking for my keys. || Hint: Khong loi. 'Look for' ung
tutor: She takes after her mother. (đúng),She takes after her mother. || Hint: Khong loi. 'Take after' ung
tutor: He ran into an old friend. (đúng),He ran into an old friend. || Hint: Khong loi. 'Run into' ung
tutor: I will call you back. (đúng),I will call you back. || Hint: Khong loi. 'Call back' ung
tutor: Please fill out this form. (đúng),Please fill out this form. || Hint: Khong loi. 'Fill out' ung
tutor: I woke up at 6. (đúng),I woke up at 6. || Hint: Khong loi. 'Wake up' ung
"tutor: I, uh, think that, like, the movie is, um, really good.","I think that the movie is really good. || Hint: Tu em (Filler words). Hay loai bo cac tu em nhu 'uh', 'um', 'like' e cau van noi tro nen mach lac va tu tin hon"
"tutor: So basically, he was going to the, the hospital.",He was going to the hospital. || Hint: Lap tu va tu thua. Can luoc bo tu lap 'the' va tu thua 'So basically' khong mang y nghia thuc te
"tutor: Um, I would like to, you know, order a coffee and, uh, a croissant.","I would like to order a coffee and a croissant. || Hint: Tu em (Filler words). Loai bo 'Um', 'you know', 'uh' giup cau yeu cau tro nen lich su va ro rang hon"
"tutor: The meeting is, sort of, at 3 PM, uh, I think, or maybe 3:30.","The meeting is at 3 PM, I think, or maybe 3:30. || Hint: Tu em (Filler words). Bo 'sort of' va 'uh' e cau thong bao thoi gian chinh xac va chuyen nghiep hon"
"tutor: It was, like, the best day ever, you know what I mean?","It was the best day ever. || Hint: Tu em va cau thua. 'Like' va 'you know what I mean' khong them y nghia cho cau, nen luoc bo"
"tutor: Uh, can you, uh, pass me the, the salt, please?","Can you pass me the salt, please? || Hint: Tu em va lap tu. Bo 'Uh' va chi dung mot lan 'the' e cau noi muot ma, lich su"
"tutor: Basically, what I'm trying to, you know, say is that we need more time.",What I'm trying to say is that we need more time. || Hint: Tu thua au cau va tu em. Cat 'Basically' va 'you know' e vao thang van e
"tutor: He is, um, a sort of a, you know, consultant.","He is a consultant. || Hint: Tu em va tu thua. Loai bo cac tu thua 'um', 'sort of a', 'you know' e inh nghia nghe nghiep ro rang"
"tutor: I, uh, literally, like, couldn't believe my eyes.","I couldn't believe my eyes. || Hint: Tu em va tu cuong ieu. Bo 'uh', 'literally', 'like' e cau cam than manh me va tu nhien hon"
"tutor: So, um, I went to the store, and, uh, bought some milk, you know?","I went to the store and bought some milk. || Hint: Tu em va cau hoi uoi thua. Luoc bo 'So, um', 'uh' va 'you know' e ke lai su viec gon gang"
"tutor: We need to, basically, um, re-evaluate the, the whole process.","We need to re-evaluate the whole process. || Hint: Tu em va lap tu. Bo 'basically, um' va lap 'the' e cau menh lenh ro rang hon"
"tutor: It's, like, not that I don't want to, um, it's just that I'm busy.","It's not that I don't want to; it's just that I'm busy. || Hint: Tu em. Loai bo 'like', 'um' giup cau giai thich logic va thuyet phuc hon"
"tutor: Ah, um, what was I going to say? Oh, right, the report is finished.","The report is finished. || Hint: Tu em va ngap ngung. Cat bo phan ngap ngung, giu lai thong tin chinh"
"tutor: She is, you know, the, uh, person I told you about, like, yesterday.","She is the person I told you about yesterday. || Hint: Tu em. Bo 'you know', 'uh', 'like' e cau gioi thieu ro rang"
"tutor: I mean, uh, we could, sort of, try again, if you want.","We could try again if you want. || Hint: Tu em va tu thua. 'I mean, uh, sort of' la rao on khong can thiet, bo i e cau e xuat truc tiep"
"tutor: The point is, you know, um, basically, we are out of time.","The point is we are out of time. || Hint: Tu em chong chat. Nhieu tu em lien tiep lam loang thong iep, chi giu lai loi cau"
"tutor: I, uh, need to, like, um, get my car, uh, fixed.","I need to get my car fixed. || Hint: Tu em. Loai bo cac tieng ngap ngung 'uh', 'like' e cau noi troi chay"
"tutor: Well, um, the thing is, you know, I kind of, uh, forgot.","The thing is, I forgot. || Hint: Tu em va tu thua. 'Well, um, you know, kind of' la vong vo, giu lai cau truc thua nhan loi on gian"
"tutor: He is, like, the, uh, the best player on the, the team.","He is the best player on the team. || Hint: Tu em va lap tu. Sua loi lap 'the' va bo 'like', 'uh'"
"tutor: Can I, um, get a, uh, a glass of water?","Can I get a glass of water? || Hint: Tu em va lap tu. Bo 'um', 'uh' va chi dung mot 'a'"
"tutor: So basically, uh, I just, you know, wanted to, like, say hi.","I just wanted to say hi. || Hint: Tu em va tu thua. Cat 'So basically, uh, you know, like' e loi chao tu nhien"
"tutor: It's, um, a sort of a, uh, emergency situation, you know?","It's an emergency situation. || Hint: Tu em va tu thua. Bo 'um, a sort of a, uh, you know' e nhan manh tinh khan cap"
"tutor: I think that, um, we should, like, probably, uh, leave now.","I think that we should probably leave now. || Hint: Tu em. Giu 'probably' vi co nghia, bo 'um', 'like', 'uh'"
"tutor: Uh, excuse me, um, do you know where, uh, the station is?","Excuse me, do you know where the station is? || Hint: Tu em. Bo 'Uh', 'um', 'uh' e cau hoi lich su va ro rang"
"tutor: I was, like, you know, totally, um, shocked by the news.","I was totally shocked by the news. || Hint: Tu em. Bo 'like', 'you know', 'um' giu lai trang tu 'totally' e dien ta cam xuc"
"tutor: So, um, what do you, like, want to do, uh, tonight?","What do you want to do tonight? || Hint: Tu em. Bo 'So, um, like, uh' e cau hoi truc tiep, ro rang"
"tutor: She, uh, basically, you know, runs the, the whole department.","She basically runs the whole department. || Hint: Lap tu va tu thua. Giu 'basically' neu co nghia 've co ban', bo lap 'the' va 'you know'"
"tutor: It's not, um, like, it's not a big deal, you know?","It's not a big deal. || Hint: Tu em va cau hoi uoi. Bo 'um, like' va 'you know' e cau tran an ngan gon"
"tutor: I'll, uh, I'll be there in, like, five minutes, um, I promise.","I'll be there in five minutes, I promise. || Hint: Tu em va lap tu. Bo 'uh', 'like', 'um', sua loi lap 'I'll'"
"tutor: He is, you know, kind of, uh, not feeling well today.","He is not feeling well today. || Hint: Tu em va tu thua. 'You know, kind of, uh' la rao on thua"
"tutor: Basically, um, the main problem is, uh, the, the cost.","The main problem is the cost. || Hint: Tu em va lap tu. Bo 'Basically, um, uh' va sua lap 'the'"
"tutor: I was wondering, um, if you could, like, uh, help me out.","I was wondering if you could help me out. || Hint: Tu em. Bo 'um, like, uh' e loi nho va lich su va muot ma"
"tutor: The, uh, the movie was, like, really long, you know?","The movie was really long. || Hint: Tu em va lap tu. Sua lap 'the', bo 'uh, like, you know'"
"tutor: We, um, we should, sort of, get going, I think.","We should get going, I think. || Hint: Tu em va lap tu. Bo lap 'we', bo 'um, sort of'"
"tutor: I'm, uh, literally, like, exhausted right now.","I'm exhausted right now. || Hint: Tu em va tu cuong ieu. 'Literally, like' khong can thiet o ay"
"tutor: Could you, um, repeat that, like, one more time?","Could you repeat that one more time? || Hint: Tu em. Bo 'um, like' e yeu cau lich su"
"tutor: So, you know, I went to the, the, um, library.","I went to the library. || Hint: Tu em va lap tu. Bo 'So, you know', lap 'the' va 'um'"
"tutor: It's, like, a sort of a, uh, tradition in my family.","It's a tradition in my family. || Hint: Tu em va tu thua. Bo 'like, a sort of a, uh'"
"tutor: He didn't, um, like, he didn't even say sorry.","He didn't even say sorry. || Hint: Tu em va lap y. Bo 'um, like' va sua loi noi lap 'he didn't'"
"tutor: I'm going to, uh, the, you know, the meeting at 2.","I'm going to the meeting at 2. || Hint: Tu em va lap tu. Bo 'uh, you know' va sua lap 'the'"
"tutor: She was, like, you know, whatever, um, about it.",She was indifferent about it. || Hint: Tu em va tu long. Thay the trich dan thai o va tu em bang tu vung chinh xac
"tutor: I mean, um, what else can we do, you know?","What else can we do? || Hint: Tu em. Bo 'I mean, um' va 'you know'"
"tutor: Basically, he's, like, the, uh, the boss.","He's the boss. || Hint: Tu em va lap tu. Bo 'Basically, like, uh' va sua lap 'the'"
"tutor: We had a, sort of, a disagreement, but it's fine now.","We had a disagreement, but it's fine now. || Hint: Tu thua. 'Sort of a' la thua, dung thang 'a'"
"tutor: This is, uh, like, the best pizza I've ever had.","This is the best pizza I've ever had. || Hint: Tu em. Bo 'uh, like'"
"tutor: I, um, I have to, you know, think about it.","I have to think about it. || Hint: Tu em va lap tu. Bo 'um', lap 'I', va 'you know'"
"tutor: The weather is, uh, kind of, um, unpredictable lately.","The weather is unpredictable lately. || Hint: Tu em. Bo 'uh, kind of, um'"
"tutor: So, um, where did you, like, find this, uh, information?","Where did you find this information? || Hint: Tu em. Bo 'So, um, like, uh'"
"tutor: I'm, uh, literally, like, about to, um, leave.","I'm about to leave. || Hint: Tu em. Bo 'uh, literally, like, um'"
"tutor: She's, you know, a sort of a, uh, freelance writer.","She's a freelance writer. || Hint: Tu em va tu thua. Bo 'you know, a sort of a, uh'"
"tutor: It's just, like, I don't know, um, weird.","It's just weird. || Hint: Tu em va cau thua. Giu 'It's just weird', bo 'like, I don't know, um'"
"tutor: We need to, basically, um, cut costs, you know?","We need to cut costs. || Hint: Tu em va cau hoi uoi. Bo 'basically, um' va 'you know'"
"tutor: He was wearing, like, a, uh, a blue jacket.","He was wearing a blue jacket. || Hint: Tu em va lap tu. Bo 'like, uh' va sua lap 'a'"
"tutor: I can't, um, I can't remember his name.",I can't remember his name. || Hint: Lap tu va tu em. Bo 'um' va sua lap 'I can't'
"tutor: The, uh, the point is, you know, we tried our best.","The point is, we tried our best. || Hint: Tu em va lap tu. Sua lap 'the', bo 'uh, you know'"
"tutor: I, like, really, um, appreciate your help.","I really appreciate your help. || Hint: Tu em. Bo 'like, um', giu 'really'"
"tutor: So, uh, what's the, like, plan for today?","What's the plan for today? || Hint: Tu em. Bo 'So, uh, like'"
"tutor: She said she would, um, like, call me back, but she didn't.","She said she would call me back, but she didn't. || Hint: Tu em. Bo 'um, like'"
"tutor: It was, sort of, um, a disappointing result, you know?","It was a disappointing result. || Hint: Tu em va cau hoi uoi. Bo 'sort of, um' va 'you know'"
"tutor: Basically, I'm, you know, just, uh, tired of this.","I'm just tired of this. || Hint: Tu em. Bo 'Basically, you know, uh', giu 'just'"
"tutor: I have to, um, like, finish this by, uh, tomorrow.","I have to finish this by tomorrow. || Hint: Tu em. Bo 'um, like, uh'"
"tutor: He's, you know, a kind of a, um, a genius.","He's a genius. || Hint: Tu em va tu thua. 'You know, a kind of a, um' la rao on thua"
"tutor: Can you, uh, like, pass the sugar, please?","Can you pass the sugar, please? || Hint: Tu em. Bo 'uh, like'"
"tutor: I was, um, I was going to say something.","I was going to say something. || Hint: Lap tu va tu em. Sua lap 'I was', bo 'um'"
"tutor: The, uh, the car is parked outside.","The car is parked outside. || Hint: Lap tu va tu em. Sua lap 'the', bo 'uh'"
"tutor: We should, you know, maybe, um, leave earlier.","We should maybe leave earlier. || Hint: Tu em. Bo 'you know, um', giu 'maybe'"
"tutor: It's, like, not even that, um, expensive.","It's not even that expensive. || Hint: Tu em. Bo 'like, um'"
"tutor: So basically, uh, we're stuck here.","We're stuck here. || Hint: Tu em va tu thua. Bo 'So basically, uh'"
"tutor: I think, um, I think I left it in the car.","I think I left it in the car. || Hint: Lap tu va tu em. Sua lap 'I think', bo 'um'"
"tutor: She's, like, the, uh, the one who called earlier.","She's the one who called earlier. || Hint: Tu em va lap tu. Bo 'like, uh' va sua lap 'the'"
"tutor: I'll, um, I'll see what I can do.","I'll see what I can do. || Hint: Lap tu va tu em. Sua lap 'I'll', bo 'um'"
"tutor: This is, you know, um, my first time here.","This is my first time here. || Hint: Tu em. Bo 'you know, um'"
"tutor: He's, kind of, uh, shy, you know?","He's shy. || Hint: Tu em va cau hoi uoi. Bo 'kind of, uh' va 'you know'"
"tutor: We went to, uh, like, that new restaurant, um, downtown.","We went to that new restaurant downtown. || Hint: Tu em. Bo 'uh, like, um'"
"tutor: The food was, like, um, not bad, actually.","The food was not bad, actually. || Hint: Tu em. Bo 'like, um', giu 'actually'"
"tutor: I, uh, totally forgot to, like, do my homework.","I totally forgot to do my homework. || Hint: Tu em. Bo 'uh, like'"
"tutor: Could you, uh, like, um, repeat the question?","Could you repeat the question? || Hint: Tu em. Bo 'uh, like, um'"
"tutor: It's, sort of, um, complicated, you know?","It's complicated. || Hint: Tu em va cau hoi uoi. Bo 'sort of, um' va 'you know'"
"tutor: I'm looking for, uh, you know, my keys.","I'm looking for my keys. || Hint: Tu em. Bo 'uh, you know'"
"tutor: He's, like, literally, um, the fastest runner here.","He's the fastest runner here. || Hint: Tu em va tu cuong ieu. Bo 'like, literally, um'"
"tutor: We should, um, probably, you know, wait a bit.","We should probably wait a bit. || Hint: Tu em. Bo 'um, you know', giu 'probably'"
"tutor: I just, like, um, don't get it, you know?","I just don't get it. || Hint: Tu em va cau hoi uoi. Bo 'like, um' va 'you know'"
"tutor: She's, basically, the, uh, the leader of the group.","She's the leader of the group. || Hint: Tu thua va lap tu. Bo 'basically, uh' va sua lap 'the'"
"tutor: Let's meet at, um, like, 7 or 8.","Let's meet at 7 or 8. || Hint: Tu em. Bo 'um, like'"
"tutor: This is, you know, uh, very important.","This is very important. || Hint: Tu em. Bo 'you know, uh'"
"tutor: I was, um, just, like, thinking out loud.","I was just thinking out loud. || Hint: Tu em. Bo 'um, like'"
"tutor: We can, uh, sort of, like, start over.","We can start over. || Hint: Tu em va tu thua. Bo 'uh, sort of, like'"
"tutor: It's not, um, it's not what I expected.","It's not what I expected. || Hint: Lap tu va tu em. Sua lap 'It's not', bo 'um'"
"tutor: He's, like, a, you know, a teacher or something.","He's a teacher or something. || Hint: Tu em va lap tu. Bo 'like, you know' va sua lap 'a'"
"tutor: I'll, uh, try to, like, um, call you later.","I'll try to call you later. || Hint: Tu em. Bo 'uh, like, um'"
"tutor: The, um, the movie starts at 8.","The movie starts at 8. || Hint: Lap tu va tu em. Sua lap 'the', bo 'um'"
"tutor: We're, you know, just, uh, hanging out.","We're just hanging out. || Hint: Tu em. Bo 'you know, uh'"
"tutor: I feel, like, um, much better now.","I feel much better now. || Hint: Tu em. Bo 'like, um'"
"tutor: Can you, uh, maybe, like, help me with this?","Can you maybe help me with this? || Hint: Tu em. Bo 'uh, like', giu 'maybe'"
"tutor: It's, basically, a sort of a, um, misunderstanding.","It's a misunderstanding. || Hint: Tu em va tu thua. Bo 'basically, a sort of a, um'"
"tutor: She, uh, she went to the, like, the store.","She went to the store. || Hint: Lap tu va tu em. Sua lap 'she' va 'the', bo 'uh, like'"
"tutor: I'm, like, literally, um, dying of hunger.","I'm dying of hunger. || Hint: Tu em va tu cuong ieu. Bo 'like, literally, um'"
"tutor: We should, um, like, go now, I think.","We should go now, I think. || Hint: Tu em. Bo 'um, like'"
"tutor: It's, you know, uh, raining outside.","It's raining outside. || Hint: Tu em. Bo 'you know, uh'"
"tutor: He's, um, he's not sure yet.","He's not sure yet. || Hint: Lap tu va tu em. Sua lap 'He's', bo 'um'"
"tutor: I need to, like, um, make a phone call.","I need to make a phone call. || Hint: Tu em. Bo 'like, um'"
"tutor: That's, uh, like, exactly what I need.","That's exactly what I need. || Hint: Tu em. Bo 'uh, like'"
"tutor: She's, kind of, you know, upset about it.","She's upset about it. || Hint: Tu em va tu thua. Bo 'kind of, you know'"
"tutor: The, uh, the meeting went well.","The meeting went well. || Hint: Lap tu va tu em. Sua lap 'the', bo 'uh'"
"tutor: I'm, like, not even, um, kidding.","I'm not even kidding. || Hint: Tu em. Bo 'like, um'"
"tutor: He was, you know, um, the only one there.","He was the only one there. || Hint: Tu em. Bo 'you know, um'"
"tutor: Can we, uh, like, talk about this later?","Can we talk about this later? || Hint: Tu em. Bo 'uh, like'"
"tutor: It's, sort of, um, my fault, I guess.","It's my fault, I guess. || Hint: Tu em. Bo 'sort of, um', giu 'I guess'"
"tutor: I could, um, like, use some help.","I could use some help. || Hint: Tu em. Bo 'um, like'"
"tutor: She went to the, uh, the library to study.","She went to the library to study. || Hint: Lap tu va tu em. Sua lap 'the', bo 'uh'"
"tutor: We're, basically, you know, out of options.","We're out of options. || Hint: Tu thua va tu em. Bo 'basically, you know'"
"tutor: That's, like, um, really cool!","That's really cool! || Hint: Tu em. Bo 'like, um'"
"tutor: I have, uh, I have a question.","I have a question. || Hint: Lap tu va tu em. Sua lap 'I have', bo 'uh'"
"tutor: He's, like, a, you know, a doctor in the, um, city.","He's a doctor in the city. || Hint: Tu em va lap tu. Sua lap 'a', bo 'like, you know, um'"
"tutor: I'll, um, be right back, okay?",I'll be right back. || Hint: Tu em va tu thua. Bo 'um' va 'okay' khong can thiet
"tutor: This is, uh, like, the best option we have.","This is the best option we have. || Hint: Tu em. Bo 'uh, like'"
"tutor: So, you know, what do you think, um, about that?","What do you think about that? || Hint: Tu em. Bo 'So, you know, um'"
"tutor: I'm, sort of, um, busy right now.","I'm busy right now. || Hint: Tu em. Bo 'sort of, um'"
"tutor: She, uh, she called me, like, three times.","She called me three times. || Hint: Lap tu va tu em. Sua lap 'she', bo 'uh, like'"
"tutor: We can, um, we can figure it out.","We can figure it out. || Hint: Lap tu va tu em. Sua lap 'We can', bo 'um'"
"tutor: It's not, like, um, a big problem.","It's not a big problem. || Hint: Tu em. Bo 'like, um'"
"tutor: He said he would, uh, basically, you know, try harder.","He said he would try harder. || Hint: Tu em. Bo 'uh, basically, you know'"
"tutor: The, um, the weather is nice today.","The weather is nice today. || Hint: Lap tu va tu em. Sua lap 'the', bo 'um'"
"tutor: I want to, like, um, travel the world.","I want to travel the world. || Hint: Tu em. Bo 'like, um'"
"tutor: She's, you know, um, very talented.","She's very talented. || Hint: Tu em. Bo 'you know, um'"
"tutor: I'll, uh, literally, like, be there in a sec.","I'll be there in a sec. || Hint: Tu em va tu cuong ieu. Bo 'uh, literally, like'"
"tutor: Can I, um, ask you something, like, personal?","Can I ask you something personal? || Hint: Tu em. Bo 'um, like', at tinh tu truoc danh tu"
"tutor: This is, basically, uh, the problem.","This is the problem. || Hint: Tu thua va tu em. Bo 'basically, uh'"
"tutor: We, uh, we need to talk.","We need to talk. || Hint: Lap tu va tu em. Sua lap 'We', bo 'uh'"
"tutor: He's, like, um, in his room.","He's in his room. || Hint: Tu em. Bo 'like, um'"
"tutor: I'm, you know, just, uh, watching TV.","I'm just watching TV. || Hint: Tu em. Bo 'you know, uh'"
"tutor: That's, um, like, not my problem, you know?","That's not my problem. || Hint: Tu em va cau hoi uoi. Bo 'um, like' va 'you know'"
"tutor: She'll, uh, she'll call you back.","She'll call you back. || Hint: Lap tu va tu em. Sua lap 'She'll', bo 'uh'"
"tutor: I kind of, um, like, forgot what I was saying.","I forgot what I was saying. || Hint: Tu em va tu thua. Bo 'kind of, um, like'"
"tutor: The, um, the food was amazing.","The food was amazing. || Hint: Lap tu va tu em. Sua lap 'the', bo 'um'"
"tutor: We're, like, literally, um, about to start.","We're about to start. || Hint: Tu em va tu cuong ieu. Bo 'like, literally, um'"
"tutor: I'll, um, try my best, you know?",I'll try my best. || Hint: Tu em va cau hoi uoi. Bo 'um' va 'you know'
"tutor: He's, basically, a sort of a, um, manager.","He's a manager. || Hint: Tu em va tu thua. Bo 'basically, a sort of a, um'"
"tutor: Can you, uh, like, give me a hand?","Can you give me a hand? || Hint: Tu em. Bo 'uh, like'"
"tutor: It was, um, it was a mistake.","It was a mistake. || Hint: Lap tu va tu em. Sua lap 'It was', bo 'um'"
"tutor: This is, like, you know, um, my favorite book.","This is my favorite book. || Hint: Tu em. Bo 'like, you know, um'"
"tutor: I'm, uh, kind of, like, tired.","I'm tired. || Hint: Tu em va tu thua. Bo 'uh, kind of, like'"
"tutor: She went to the, the, um, hospital yesterday.","She went to the hospital yesterday. || Hint: Lap tu va tu em. Sua lap 'the', bo 'um'"
"tutor: We should, you know, um, just leave it.","We should just leave it. || Hint: Tu em. Bo 'you know, um'"
"tutor: I, uh, literally, like, can't afford it.","I can't afford it. || Hint: Tu em va tu cuong ieu. Bo 'uh, literally, like'"
"tutor: That's, um, not what I meant, you know?",That's not what I meant. || Hint: Tu em va cau hoi uoi. Bo 'um' va 'you know'
"tutor: He's, like, um, coming over later.","He's coming over later. || Hint: Tu em. Bo 'like, um'"
"tutor: I'll, uh, I'll see you tomorrow.","I'll see you tomorrow. || Hint: Lap tu va tu em. Sua lap 'I'll', bo 'uh'"
"tutor: It's, sort of, like, um, a long story.","It's a long story. || Hint: Tu em va tu thua. Bo 'sort of, like, um'"
"tutor: We need, uh, we need to hurry.","We need to hurry. || Hint: Lap tu va tu em. Sua lap 'We need', bo 'uh'"
"tutor: She's, you know, basically, um, the boss here.","She's the boss here. || Hint: Tu em va tu thua. Bo 'you know, basically, um'"
"tutor: I feel, like, um, I've been here before.","I feel like I've been here before. || Hint: Tu em. Giu 'like' vi no co nghia 'am thay nhu la', bo 'um'"
"tutor: Can I, uh, get a, like, a glass of wine?","Can I get a glass of wine? || Hint: Tu em va lap tu. Bo 'uh, like' va sua lap 'a'"
"tutor: The, um, the meeting is cancelled.","The meeting is cancelled. || Hint: Lap tu va tu em. Sua lap 'the', bo 'um'"
"tutor: This is, uh, like, so unfair!","This is so unfair! || Hint: Tu em. Bo 'uh, like'"
"tutor: He said he was, um, like, on his way.","He said he was on his way. || Hint: Tu em. Bo 'um, like'"
"tutor: I'm, you know, um, not from around here.","I'm not from around here. || Hint: Tu em. Bo 'you know, um'"
"tutor: We could, um, like, order pizza.","We could order pizza. || Hint: Tu em. Bo 'um, like'"
"tutor: She, uh, she forgot her wallet.","She forgot her wallet. || Hint: Lap tu va tu em. Sua lap 'she', bo 'uh'"
"tutor: It's, kind of, like, um, hard to explain.","It's hard to explain. || Hint: Tu em va tu thua. Bo 'kind of, like, um'"
"tutor: I'll, uh, literally, be back in, like, um, five minutes.","I'll be back in five minutes. || Hint: Tu em va tu cuong ieu. Bo 'uh, literally, like, um'"
"tutor: That's, you know, um, a great idea.","That's a great idea. || Hint: Tu em. Bo 'you know, um'"
"tutor: He's, like, a kind of a, uh, a loner.","He's a loner. || Hint: Tu em va tu thua. Bo 'like, a kind of a, uh'"
"tutor: Can you, um, like, wait a moment?","Can you wait a moment? || Hint: Tu em. Bo 'um, like'"
"tutor: I have, uh, I have no idea.","I have no idea. || Hint: Lap tu va tu em. Sua lap 'I have', bo 'uh'"
"tutor: The, um, the coffee is too hot.","The coffee is too hot. || Hint: Lap tu va tu em. Sua lap 'the', bo 'um'"
"tutor: We're, basically, you know, uh, lost.","We're lost. || Hint: Tu em va tu thua. Bo 'basically, you know, uh'"
"tutor: I was, like, um, thinking the same thing.","I was thinking the same thing. || Hint: Tu em. Bo 'like, um'"
"tutor: She's, sort of, um, a friend of a friend.","She's a friend of a friend. || Hint: Tu em va tu thua. Bo 'sort of, um'"
"tutor: This is, uh, literally, like, the last time.","This is the last time. || Hint: Tu em va tu cuong ieu. Bo 'uh, literally, like'"
"tutor: I'll, um, take care of it, you know?",I'll take care of it. || Hint: Tu em va cau hoi uoi. Bo 'um' va 'you know'
"tutor: He went to the, uh, the store to buy, um, milk.","He went to the store to buy milk. || Hint: Lap tu va tu em. Sua lap 'the', bo 'uh, um'"
"tutor: It's not, like, um, what it looks like.","It's not what it looks like. || Hint: Tu em. Bo 'like, um'"
"tutor: We, um, we should celebrate.","We should celebrate. || Hint: Lap tu va tu em. Sua lap 'We', bo 'um'"
"tutor: She's, you know, um, my best friend.","She's my best friend. || Hint: Tu em. Bo 'you know, um'"
"tutor: I'm, like, not really um, into sports.","I'm not really into sports. || Hint: Tu em. Bo 'like, um', giu 'really'"
"tutor: Can we, uh, like, go now?","Can we go now? || Hint: Tu em. Bo 'uh, like'"
"tutor: It was, um, it was a tough decision.","It was a tough decision. || Hint: Lap tu va tu em. Sua lap 'It was', bo 'um'"
"tutor: That's, basically, uh, the main issue.","That's the main issue. || Hint: Tu thua va tu em. Bo 'basically, uh'"
"tutor: I need to, um, like, find a new job.","I need to find a new job. || Hint: Tu em. Bo 'um, like'"
"tutor: So, you know, um, what's up?","What's up? || Hint: Tu em. Bo 'So, you know, um'"
"tutor: He's, like, literally, um, a millionaire.","He's a millionaire. || Hint: Tu em va tu cuong ieu. Bo 'like, literally, um'"
"tutor: The, uh, the train is late again.","The train is late again. || Hint: Lap tu va tu em. Sua lap 'the', bo 'uh'"
"tutor: I'm, kind of, um, short on cash.","I'm short on cash. || Hint: Tu em va tu thua. Bo 'kind of, um'"
"tutor: She, uh, she said yes!","She said yes! || Hint: Lap tu va tu em. Sua lap 'she', bo 'uh'"
"tutor: We'll, um, we'll figure it out.","We'll figure it out. || Hint: Lap tu va tu em. Sua lap 'We'll', bo 'um'"
"tutor: This is, like, um, very confusing.","This is very confusing. || Hint: Tu em. Bo 'like, um'"
"tutor: I can, uh, sort of, like, hear you.","I can hear you. || Hint: Tu em va tu thua. Bo 'uh, sort of, like'"
"tutor: It's, you know, basically, um, the same thing.","It's the same thing. || Hint: Tu em va tu thua. Bo 'you know, basically, um'"
"tutor: He went to, um, like, the doctor.","He went to the doctor. || Hint: Tu em. Bo 'um, like'"
"tutor: I'll, uh, call you when I, like, um, get home.","I'll call you when I get home. || Hint: Tu em. Bo 'uh, like, um'"
"tutor: That's, um, not what I said, you know?",That's not what I said. || Hint: Tu em va cau hoi uoi. Bo 'um' va 'you know'
"tutor: We're, like, um, just walking around.","We're just walking around. || Hint: Tu em. Bo 'like, um'"
"tutor: She's, basically, you know, uh, the manager.","She's the manager. || Hint: Tu em va tu thua. Bo 'basically, you know, uh'"
"tutor: I have to, um, like, go to the bathroom.","I have to go to the bathroom. || Hint: Tu em. Bo 'um, like'"
"tutor: The, uh, the test was really hard.","The test was really hard. || Hint: Lap tu va tu em. Sua lap 'the', bo 'uh'"
"tutor: I'm, you know, um, just saying.","I'm just saying. || Hint: Tu em. Bo 'you know, um'"
"tutor: He's, like, sort of, um, my boyfriend.","He's my boyfriend. || Hint: Tu em va tu thua. Bo 'like, sort of, um'"
"tutor: Can I, um, borrow your, like, pen?","Can I borrow your pen? || Hint: Tu em. Bo 'um, like'"
"tutor: It was, um, literally, like, the worst day.","It was the worst day. || Hint: Tu em va tu cuong ieu. Bo 'um, literally, like'"
"tutor: We need, uh, we need more time.","We need more time. || Hint: Lap tu va tu em. Sua lap 'We need', bo 'uh'"
