input,target
tutor: I read the news on internet.,I read the news on the internet. || Lỗi: Thiếu mạo từ || HD: 'On the internet' luôn có 'the'.
tutor: I saw it in the TV.,"I saw it on TV. || Lỗi: Giới từ sai và mạo từ || HD: 'On TV' không có 'the', dùng giới từ 'on'."
tutor: She is on the work now.,She is at work now. || Lỗi: Giới từ và mạo từ sai || HD: 'At work' không dùng 'the'.
tutor: I take a shower every morning. (đúng),"I take a shower every morning. || Lỗi: Không lỗi || HD: 'Take a shower' là đúng, cũng có thể 'have a shower'."
tutor: I had a headache yesterday. (đúng),I had a headache yesterday. || Lỗi: Không lỗi || HD: 'Have a headache' đúng.
tutor: I got married last year. (đúng),I got married last year. || Lỗi: Không lỗi || HD: 'Get married' đúng.
tutor: She had a baby last month. (đúng),She had a baby last month. || Lỗi: Không lỗi || HD: 'Have a baby' đúng.
tutor: I got a chance to meet him. (đúng),I got a chance to meet him. || Lỗi: Không lỗi || HD: 'Get a chance' đúng.
tutor: I took a cold last week.,"I caught a cold last week. || Lỗi: Kết hợp từ || HD: 'Catch a cold' mới đúng, không dùng 'take'."
tutor: I made a lot of photos at the wedding.,"I took a lot of photos at the wedding. || Lỗi: Kết hợp từ || HD: 'Take photos', không dùng 'make photos'."
tutor: We made a party for his birthday.,"We had a party for his birthday. || Lỗi: Kết hợp từ || HD: 'Have a party' hoặc 'throw a party', không dùng 'make a party'."
tutor: She did a very good speech.,"She made a very good speech. || Lỗi: Kết hợp từ || HD: 'Make a speech', không dùng 'do a speech'."
tutor: He made a joke and everyone laughed. (đúng),He made a joke and everyone laughed. || Lỗi: Không lỗi || HD: 'Make a joke' đúng.
tutor: I need to make a complaint about the service.,I need to make a complaint about the service. || Lỗi: Không lỗi || HD: 'Make a complaint' đúng.
tutor: You should do an effort if you want to succeed.,"You should make an effort if you want to succeed. || Lỗi: Kết hợp từ || HD: 'Make an effort', không dùng 'do'."
tutor: I did a strange dream last night.,"I had a strange dream last night. || Lỗi: Kết hợp từ || HD: 'Have a dream', không dùng 'do'."
tutor: He did a lot of friends at university.,"He made a lot of friends at university. || Lỗi: Kết hợp từ || HD: 'Make friends', không dùng 'do'."
tutor: She makes business with companies overseas.,She does business with companies overseas. || Lỗi: Kết hợp từ || HD: 'Do business' là đúng.
tutor: I did a good decision.,"I made a good decision. || Lỗi: Kết hợp từ || HD: 'Make a decision', không 'do'."
tutor: We must do a plan before starting.,"We must make a plan before starting. || Lỗi: Kết hợp từ || HD: 'Make a plan', không 'do'."
tutor: She makes yoga every morning.,"She does yoga every morning. || Lỗi: Kết hợp từ || HD: 'Do yoga', không dùng 'make'."
tutor: I did a quick decision.,I made a quick decision. || Lỗi: Kết hợp từ || HD: 'Make a decision'.
tutor: Let's make a break.,Let's take a break. || Lỗi: Kết hợp từ || HD: 'Take a break' là đúng.
tutor: I need to take a phone call.,"I need to make a phone call. || Lỗi: Kết hợp từ || HD: 'Make a phone call', còn 'take a call' nghĩa là nhận cuộc gọi."
tutor: Can I take your picture? (đúng),Can I take your picture? || Lỗi: Không lỗi || HD: 'Take a picture' đúng.
tutor: I will make a look at the document.,I will have a look at the document. || Lỗi: Kết hợp từ || HD: 'Have a look' là đúng.
tutor: We had a talk about the project. (đúng),"We had a talk about the project. || Lỗi: Không lỗi || HD: 'Have a talk' cũng đúng, nhưng có thể dùng 'discuss' để trang trọng hơn."
tutor: I made a shower before dinner.,"I took a shower before dinner. || Lỗi: Kết hợp từ || HD: 'Take a shower', không dùng 'make'."
tutor: She got a bath and relaxed.,She took a bath and relaxed. || Lỗi: Kết hợp từ || HD: 'Take a bath'; 'get a bath' ít dùng.
tutor: I have to take my homework.,"I have to do my homework. || Lỗi: Kết hợp từ || HD: 'Do homework', không dùng 'take'."
tutor: He did a very good impression on me.,He made a very good impression on me. || Lỗi: Kết hợp từ || HD: 'Make an impression'.
tutor: I made a lot of exercises for grammar.,I did a lot of exercises for grammar. || Lỗi: Kết hợp từ || HD: 'Do exercises'.
tutor: We need to do a reservation for the restaurant.,We need to make a reservation for the restaurant. || Lỗi: Kết hợp từ || HD: 'Make a reservation'.
tutor: She always makes the shopping on Saturdays.,She always does the shopping on Saturdays. || Lỗi: Kết hợp từ || HD: 'Do the shopping' (mua sắm đồ dùng hàng ngày).
tutor: I did a delicious cake for the party.,I made a delicious cake for the party. || Lỗi: Kết hợp từ || HD: 'Make a cake' (nướng/làm bánh).
tutor: He made a favor for me when I moved.,He did me a favor when I moved. || Lỗi: Kết hợp từ || HD: 'Do someone a favor'.
tutor: I want to tell a suggestion.,"I want to make a suggestion. || Lỗi: Kết hợp từ || HD: 'Make a suggestion', không dùng 'tell'."
tutor: She told me a story. (đúng),She told me a story. || Lỗi: Không lỗi || HD: 'Tell a story' đúng.
tutor: He said me goodbye.,"He said goodbye to me. || Lỗi: Dùng sai động từ || HD: 'Say goodbye to someone', không dùng 'said me'."
tutor: I need to say you something.,"I need to tell you something. || Lỗi: Dùng sai động từ || HD: 'Tell someone something', không dùng 'say'."
tutor: She told that she was leaving.,She said that she was leaving. || Lỗi: Dùng sai động từ || HD: 'Say that...' không cần tân ngữ; 'tell' cần tân ngữ: 'tell someone that...'.
tutor: He asked me that if I was okay.,"He asked me if I was okay. || Lỗi: Thừa từ || HD: 'Ask if/whether', không cần 'that'."
tutor: I want to discuss about the contract.,I want to discuss the contract. || Lỗi: Thừa giới từ || HD: 'Discuss something'.
tutor: We entered into the room quietly.,"We entered the room quietly. || Lỗi: Thừa giới từ || HD: 'Enter' là ngoại động từ, không cần 'into'."
tutor: She married with a doctor.,"She married a doctor. || Lỗi: Thừa giới từ || HD: 'Marry someone', không dùng 'with'."
tutor: I called to my mother last night.,I called my mother last night. || Lỗi: Thừa giới từ || HD: 'Call someone' không cần 'to'.
tutor: He told to me a secret.,"He told me a secret. || Lỗi: Thừa giới từ || HD: 'Tell someone something', không có 'to'."
tutor: I asked to her for help.,I asked her for help. || Lỗi: Thừa giới từ || HD: 'Ask someone' không cần 'to'.
tutor: We reached to the station late.,"We reached the station late. || Lỗi: Thừa giới từ || HD: 'Reach' trực tiếp đi với địa điểm, không 'to'."
tutor: I attended to the meeting yesterday.,"I attended the meeting yesterday. || Lỗi: Thừa giới từ || HD: 'Attend' là ngoại động từ, không cần 'to'."
tutor: She lacks of experience.,"She lacks experience. || Lỗi: Thừa giới từ || HD: 'Lack' là ngoại động từ, không cần 'of'."
tutor: We emphasized on the importance of safety.,We emphasized the importance of safety. || Lỗi: Thừa giới từ || HD: 'Emphasize' không cần 'on'.
tutor: The book comprises of ten chapters.,The book comprises ten chapters. || Lỗi: Thừa giới từ || HD: 'Comprise' không đi với 'of'.
tutor: I am concerned about the environment. (đúng),I am concerned about the environment. || Lỗi: Không lỗi || HD: 'Concerned about' đúng.
tutor: She is worried for her son.,She is worried about her son. || Lỗi: Giới từ sau tính từ || HD: 'Worried about'.
tutor: He is sorry about the delay. (đúng),"He is sorry about the delay. || Lỗi: Không lỗi || HD: 'Sorry about' đúng, 'sorry for' cũng được."
tutor: I am ashamed for my behavior.,I am ashamed of my behavior. || Lỗi: Giới từ sau tính từ || HD: 'Ashamed of' mới đúng.
tutor: They are engaged to each other.,They are engaged to each other. (đúng) hoặc engaged with? || Lỗi: Kết hợp từ || HD: 'Engaged to' chỉ đính hôn; 'engaged in' chỉ tham gia.
tutor: I am terrified from spiders.,I am terrified of spiders. || Lỗi: Giới từ sau tính từ || HD: 'Terrified of'.
tutor: She is fascinated with ancient history. (có thể dùng 'with'),"She is fascinated by ancient history. || Lỗi: Giới từ sau tính từ || HD: 'Fascinated by' phổ biến hơn, 'fascinated with' cũng được dùng."
tutor: I am impressed by his dedication. (đúng),I am impressed by his dedication. || Lỗi: Không lỗi || HD: 'Impressed by/with' đều đúng.
tutor: She is limited with her time.,She is limited in her time. || Lỗi: Giới từ sau tính từ || HD: 'Limited in' chỉ hạn chế về mặt gì đó.
tutor: He is involved in the project. (đúng),He is involved in the project. || Lỗi: Không lỗi || HD: 'Involved in' đúng.
tutor: I am associated to that company.,I am associated with that company. || Lỗi: Giới từ sai || HD: 'Associated with'.
tutor: She is connected with the scandal. (đúng),She is connected with the scandal. || Lỗi: Không lỗi || HD: 'Connected with/to' đều được.
tutor: I am delighted with the news. (đúng),"I am delighted with the news. || Lỗi: Không lỗi || HD: 'Delighted with' đúng, 'delighted at' cũng được."
tutor: He is disappointed of his score.,He is disappointed with his score. || Lỗi: Giới từ sai || HD: 'Disappointed with' (hoặc 'in'/'by') chứ không dùng 'of'.
tutor: I am sorry for being late. (đúng),I am sorry for being late. || Lỗi: Không lỗi || HD: 'Sorry for + V-ing' đúng.
tutor: We discussed about the plan.,We discussed the plan. || Lỗi: Thừa giới từ || HD: 'Discuss' không cần 'about'.
tutor: I focus on my career. (đúng),I focus on my career. || Lỗi: Không lỗi || HD: 'Focus on' đúng.
tutor: Please reply my email soon.,Please reply to my email soon. || Lỗi: Thiếu giới từ || HD: 'Reply to'.
tutor: He agreed with my decision. (đúng),He agreed with my decision. || Lỗi: Không lỗi || HD: 'Agree with' chỉ đồng ý với ai/ý kiến; 'agree to' chỉ đồng ý với lời đề nghị.
tutor: I complained the manager about the noise.,I complained to the manager about the noise. || Lỗi: Thiếu giới từ || HD: 'Complain to someone about something'.
tutor: She argued me about the price.,She argued with me about the price. || Lỗi: Thiếu giới từ || HD: 'Argue with someone'.
tutor: He listened the music loudly.,He listened to the music loudly. || Lỗi: Thiếu giới từ || HD: 'Listen to'.
tutor: I play piano. (có thể dùng không có 'the'),"I play the piano. || Lỗi: Thiếu mạo từ || HD: Nhạc cụ thường dùng 'the', dù trong Anh-Anh có thể không có 'the'."
tutor: She is in charge for the department.,She is in charge of the department. || Lỗi: Giới từ sai || HD: 'In charge of' đúng.
tutor: I am on charge of this project. (sai),"I am in charge of this project. || Lỗi: Giới từ sai || HD: 'In charge of', không dùng 'on'."
tutor: It depends of the weather.,It depends on the weather. || Lỗi: Giới từ sai || HD: 'Depend on'.
tutor: I'm sorry for interrupt you.,"I'm sorry for interrupting you. || Lỗi: Dạng động từ sau giới từ || HD: Sau giới từ, động từ phải ở dạng V-ing."
tutor: I look forward to hear from you.,I look forward to hearing from you. || Lỗi: Giới từ và dạng động từ || HD: 'Look forward to + V-ing'.
tutor: He spends too much time on playing games. (có thể dùng V-ing),"He spends too much time playing games. || Lỗi: Cấu trúc 'spend time' || HD: 'Spend time + V-ing', không cần 'on' trước V-ing."
tutor: I had difficulty to find the place.,"I had difficulty finding the place. || Lỗi: Cấu trúc với difficulty || HD: 'Have difficulty (in) + V-ing', không dùng 'to'."
tutor: There is no point to argue.,There is no point in arguing. || Lỗi: Cấu trúc cố định || HD: 'There is no point in + V-ing'.
tutor: I am used to get up early.,I am used to getting up early. || Lỗi: Cấu trúc 'be used to' || HD: 'Be used to + V-ing' (quen với việc gì).
tutor: She is accustomed with the hot weather.,She is accustomed to the hot weather. || Lỗi: Giới từ sai || HD: 'Accustomed to'.
tutor: He prevented me to go.,He prevented me from going. || Lỗi: Cấu trúc 'prevent' || HD: 'Prevent someone from doing something'.
tutor: I suggest to go out for dinner.,"I suggest going out for dinner. || Lỗi: Cấu trúc sau 'suggest' || HD: 'Suggest + V-ing', không dùng 'to V'."
tutor: She recommended me to read that book.,"She recommended that I read that book. || Lỗi: Cấu trúc 'recommend' || HD: 'Recommend that someone do something', không dùng 'recommend someone to do' trong tiếng Anh chuẩn."
tutor: I enjoyed to listen to the concert.,I enjoyed listening to the concert. || Lỗi: Dạng động từ sau 'enjoy' || HD: 'Enjoy + V-ing'.
tutor: He denied to steal the money.,He denied stealing the money. || Lỗi: Dạng động từ sau 'deny' || HD: 'Deny + V-ing'.
tutor: I finished to write the report.,I finished writing the report. || Lỗi: Dạng động từ sau 'finish' || HD: 'Finish + V-ing'.
tutor: We postponed to go on holiday.,We postponed going on holiday. || Lỗi: Dạng động từ sau 'postpone' || HD: 'Postpone + V-ing'.
tutor: She avoids to speak to him.,She avoids speaking to him. || Lỗi: Dạng động từ sau 'avoid' || HD: 'Avoid + V-ing'.
tutor: I don't mind to help you.,I don't mind helping you. || Lỗi: Dạng động từ sau 'mind' || HD: 'Mind + V-ing'.
tutor: He risked to lose his job.,He risked losing his job. || Lỗi: Dạng động từ sau 'risk' || HD: 'Risk + V-ing'.
tutor: I am considering to move abroad.,I am considering moving abroad. || Lỗi: Dạng động từ sau 'consider' || HD: 'Consider + V-ing'.
tutor: He admitted to break the vase.,He admitted breaking the vase. || Lỗi: Dạng động từ sau 'admit' || HD: 'Admit + V-ing'.
tutor: I miss to see my family.,I miss seeing my family. || Lỗi: Dạng động từ sau 'miss' || HD: 'Miss + V-ing'.
tutor: She can't stand to listen to loud music.,She can't stand listening to loud music. || Lỗi: Dạng động từ sau 'can't stand' || HD: 'Can't stand + V-ing'.
tutor: I gave up to smoke last year.,I gave up smoking last year. || Lỗi: Cụm động từ và dạng động từ || HD: 'Give up + V-ing'.
tutor: He kept on to work despite being tired.,He kept on working despite being tired. || Lỗi: Cụm động từ và dạng động từ || HD: 'Keep on + V-ing'.
tutor: I look forward to meet you.,I look forward to meeting you. || Lỗi: Giới từ 'to' và V-ing || HD: 'Look forward to + V-ing'.
tutor: She is thinking to buy a house.,She is thinking of buying a house. || Lỗi: Giới từ và dạng động từ || HD: 'Think of/about + V-ing'.
tutor: I am not used to drive on the left.,I am not used to driving on the left. || Lỗi: Cấu trúc 'be used to' || HD: 'Be used to + V-ing'.
tutor: He succeeded to pass the test.,He succeeded in passing the test. || Lỗi: Giới từ sau 'succeed' || HD: 'Succeed in + V-ing'.
tutor: I'm looking forward for the weekend.,"I'm looking forward to the weekend. || Lỗi: Giới từ sai || HD: 'Look forward to' đi với 'to', không phải 'for'."
tutor: She is very good at cooking. (đúng),She is very good at cooking. || Lỗi: Không lỗi || HD: 'Good at + V-ing' đúng.
tutor: He is bad in dancing.,He is bad at dancing. || Lỗi: Giới từ sau tính từ || HD: 'Bad at'.
tutor: I'm fond with chocolate.,I'm fond of chocolate. || Lỗi: Giới từ sau tính từ || HD: 'Fond of'.
tutor: She is tired from waiting.,She is tired of waiting. || Lỗi: Giới từ sau tính từ || HD: 'Tired of' chỉ chán nản; 'tired from' chỉ mệt mỏi vì hoạt động thể chất.
tutor: I am sick from his excuses.,I am sick of his excuses. || Lỗi: Giới từ sau tính từ || HD: 'Sick of' nghĩa là chán ngấy.
tutor: He is jealous for his brother's success.,He is jealous of his brother's success. || Lỗi: Giới từ sau tính từ || HD: 'Jealous of'.
tutor: I am ashamed about my mistake.,I am ashamed of my mistake. || Lỗi: Giới từ sau tính từ || HD: 'Ashamed of'.
tutor: We are excited for the concert.,We are excited about the concert. || Lỗi: Giới từ sau tính từ || HD: 'Excited about' phổ biến hơn.
tutor: I am surprised for the news.,I am surprised at/by the news. || Lỗi: Giới từ sau tính từ || HD: 'Surprised at/by'.
tutor: She is curious for other cultures.,She is curious about other cultures. || Lỗi: Giới từ sau tính từ || HD: 'Curious about'.
tutor: He is responsible of the accident.,He is responsible for the accident. || Lỗi: Giới từ sau tính từ || HD: 'Responsible for'.
tutor: This material is different than that one.,This material is different from that one. || Lỗi: Giới từ sau tính từ || HD: 'Different from' là chuẩn; 'different than' chủ yếu ở Mỹ nhưng ít được chấp nhận trong tiếng Anh-Anh.
tutor: Your idea is similar with mine.,Your idea is similar to mine. || Lỗi: Giới từ sau tính từ || HD: 'Similar to'.
tutor: She is angry for me.,She is angry with me. || Lỗi: Giới từ sau tính từ || HD: 'Angry with/at someone'.
tutor: I am grateful with your kindness.,I am grateful for your kindness. || Lỗi: Giới từ sau tính từ || HD: 'Grateful for something'.
tutor: He is famous of his paintings.,He is famous for his paintings. || Lỗi: Giới từ sau tính từ || HD: 'Famous for'.
tutor: I am conscious with the problem.,I am conscious of the problem. || Lỗi: Giới từ sau tính từ || HD: 'Conscious of'.
tutor: She is independent from her parents.,She is independent of her parents. || Lỗi: Giới từ sau tính từ || HD: 'Independent of'; 'independent from' cũng đôi khi được dùng nhưng 'of' phổ biến hơn.
tutor: I am allergic with cats.,I am allergic to cats. || Lỗi: Giới từ sau tính từ || HD: 'Allergic to'.
tutor: He is capable to do it.,He is capable of doing it. || Lỗi: Giới từ và dạng động từ || HD: 'Capable of + V-ing'.
"tutor: This soup tastes of garlic. (đúng, nếu có mùi)",This soup tastes like garlic. || Lỗi: Giới từ sau 'taste' || HD: 'Taste like' chỉ vị giống như; 'taste of' chỉ có thành phần cụ thể.
tutor: I smell the roses. (đúng),I smell the roses. || Lỗi: Không lỗi || HD: 'Smell' có thể dùng như ngoại động từ.
tutor: Your perfume smells like flowers.,Your perfume smells of flowers. || Lỗi: Giới từ với giác quan || HD: 'Smell of' chỉ mùi đặc trưng; 'smell like' chỉ mùi giống như.
tutor: I borrowed some money from the bank. (đúng),I borrowed some money from the bank. || Lỗi: Không lỗi || HD: 'Borrow from' đúng.
tutor: Can you borrow me your pen?,"Can you lend me your pen? || Lỗi: Nhầm 'borrow' và 'lend' || HD: 'Borrow' là mượn, 'lend' là cho mượn."
tutor: I lent a book from the library.,I borrowed a book from the library. || Lỗi: Nhầm 'borrow' và 'lend' || HD: 'Borrow' khi nhận về; 'lend' khi đưa cho.
tutor: She reminded me to take the keys. (đúng),She reminded me to take the keys. || Lỗi: Không lỗi || HD: 'Remind someone to do something'.
tutor: He reminded me of my promise. (đúng),He reminded me of my promise. || Lỗi: Không lỗi || HD: 'Remind someone of something'.
tutor: I am looking forward to see you.,I am looking forward to seeing you. || Lỗi: Giới từ 'to' và V-ing || HD: 'Look forward to + V-ing'.
tutor: We are considering to move out.,We are considering moving out. || Lỗi: Dạng động từ sau 'consider' || HD: 'Consider + V-ing'.
tutor: She admitted to break the window.,She admitted breaking the window. || Lỗi: Dạng động từ sau 'admit' || HD: 'Admit + V-ing'.
tutor: I avoid to eat fast food.,I avoid eating fast food. || Lỗi: Dạng động từ sau 'avoid' || HD: 'Avoid + V-ing'.
tutor: He risked to lose everything.,He risked losing everything. || Lỗi: Dạng động từ sau 'risk' || HD: 'Risk + V-ing'.
tutor: I finished to read the book last night.,I finished reading the book last night. || Lỗi: Dạng động từ sau 'finish' || HD: 'Finish + V-ing'.
tutor: They postponed to get married until next year.,They postponed getting married until next year. || Lỗi: Dạng động từ sau 'postpone' || HD: 'Postpone + V-ing'.
tutor: I don't fancy to go out tonight.,I don't fancy going out tonight. || Lỗi: Dạng động từ sau 'fancy' || HD: 'Fancy + V-ing'.
tutor: She resisted to eat the cake.,She resisted eating the cake. || Lỗi: Dạng động từ sau 'resist' || HD: 'Resist + V-ing'.
tutor: I dislike to wait in line.,I dislike waiting in line. || Lỗi: Dạng động từ sau 'dislike' || HD: 'Dislike + V-ing'.
tutor: He can't help to laugh.,He can't help laughing. || Lỗi: Cấu trúc 'can't help' || HD: 'Can't help + V-ing'.
tutor: It's no use to cry over spilled milk.,It's no use crying over spilled milk. || Lỗi: Cấu trúc 'no use' || HD: 'It's no use + V-ing'.
tutor: There's no point to wait.,There's no point in waiting. || Lỗi: Cấu trúc 'no point' || HD: 'There's no point in + V-ing'.
tutor: I am accustomed with waking up early.,I am accustomed to waking up early. || Lỗi: Giới từ và dạng động từ || HD: 'Accustomed to + V-ing'.
tutor: He is committed to improve the quality.,He is committed to improving the quality. || Lỗi: Giới từ 'to' và V-ing || HD: 'Committed to + V-ing'.
tutor: I am dedicated to help people.,I am dedicated to helping people. || Lỗi: Giới từ 'to' và V-ing || HD: 'Dedicated to + V-ing'.
tutor: She objects to work on Sundays.,She objects to working on Sundays. || Lỗi: Giới từ 'to' và V-ing || HD: 'Object to + V-ing'.
tutor: I'm not used to eat spicy food.,I'm not used to eating spicy food. || Lỗi: Cấu trúc 'be used to' || HD: 'Be used to + V-ing'.
tutor: We selected him for the job. (đúng),We selected him for the job. || Lỗi: Không lỗi || HD: 'Select for' đúng.
tutor: She was chosen for the team. (đúng),She was chosen for the team. || Lỗi: Không lỗi || HD: 'Choose for' đúng.
tutor: I prefer tea than coffee.,I prefer tea to coffee. || Lỗi: Giới từ so sánh với 'prefer' || HD: 'Prefer something to something'.
tutor: I would prefer to stay home than go out.,I would prefer to stay home rather than go out. || Lỗi: Cấu trúc 'prefer' || HD: 'Would prefer to do rather than do'.
tutor: She is excellent in math.,She is excellent at math. || Lỗi: Giới từ sau tính từ || HD: 'Excellent at'.
tutor: He is fluent in English. (đúng),He is fluent in English. || Lỗi: Không lỗi || HD: 'Fluent in'.
tutor: I'm pleased by your decision.,I'm pleased with your decision. || Lỗi: Giới từ sau tính từ || HD: 'Pleased with' là hài lòng; 'pleased by' nghe bị động.
tutor: She is disgusted at his behavior.,She is disgusted with/by his behavior. || Lỗi: Giới từ sau tính từ || HD: 'Disgusted with/by'.
tutor: I was shocked from the news.,I was shocked by the news. || Lỗi: Giới từ sau tính từ || HD: 'Shocked by'.
tutor: We are concerned about the environment. (đúng),We are concerned about the environment. || Lỗi: Không lỗi || HD: 'Concerned about'.
tutor: He is annoyed with his neighbor's noise.,"He is annoyed at/about the noise. || Lỗi: Giới từ sau tính từ || HD: 'Annoyed at/about something', 'annoyed with someone'."
tutor: I am sorry for interrupt you.,"I am sorry for interrupting you. || Lỗi: Dạng động từ sau giới từ || HD: Sau 'for', động từ chia V-ing."
tutor: Thank you for help me.,"Thank you for helping me. || Lỗi: Dạng động từ sau giới từ || HD: Sau 'for', động từ ở dạng V-ing."
tutor: He is famous as his singing.,He is famous for his singing. || Lỗi: Giới từ sau tính từ || HD: 'Famous for'.
tutor: I am full with energy.,I am full of energy. || Lỗi: Giới từ sau tính từ || HD: 'Full of'.
tutor: She is short of money. (đúng),She is short of money. || Lỗi: Không lỗi || HD: 'Short of' đúng.
tutor: The room is filled of people.,The room is filled with people. || Lỗi: Giới từ sai || HD: 'Filled with'.
tutor: The box was packed of books.,The box was packed with books. || Lỗi: Giới từ sai || HD: 'Packed with'.
tutor: I am tired from walking. (có thể dùng),"I am tired from walking. (mệt vì đi bộ) hoặc tired of walking (chán đi bộ). || Lỗi: Giới từ sau tính từ || HD: 'Tired from' chỉ nguyên nhân vật lý, 'tired of' chỉ chán."
tutor: He is bored from his job.,He is bored with his job. || Lỗi: Giới từ sau tính từ || HD: 'Bored with'.
tutor: I am impressed with his dedication. (đúng),I am impressed with his dedication. || Lỗi: Không lỗi || HD: 'Impressed with/by'.
tutor: She is satisfied from her salary.,She is satisfied with her salary. || Lỗi: Giới từ sau tính từ || HD: 'Satisfied with'.
tutor: I am worried about my health. (đúng),I am worried about my health. || Lỗi: Không lỗi || HD: 'Worried about'.
tutor: He is eager for learn.,He is eager to learn. || Lỗi: Cấu trúc với 'eager' || HD: 'Eager to do something'.
tutor: She is willing help.,She is willing to help. || Lỗi: Thiếu 'to' || HD: 'Willing to do something'.
tutor: I am likely see him there.,I am likely to see him there. || Lỗi: Thiếu 'to' || HD: 'Likely to do something'.
tutor: It is easy to understand. (đúng),It is easy to understand. || Lỗi: Không lỗi || HD: 'Easy to do' đúng.
tutor: He is difficult to work with. (đúng),He is difficult to work with. || Lỗi: Không lỗi || HD: Cấu trúc 'difficult to do' đúng.
tutor: I am too tired walking.,I am too tired to walk. || Lỗi: Thiếu 'to' || HD: 'Too + adj + to do something'.
tutor: The coffee is too hot to drink. (đúng),The coffee is too hot to drink. || Lỗi: Không lỗi || HD: 'Too... to...' đúng.
tutor: I am enough strong to lift it.,I am strong enough to lift it. || Lỗi: Trật tự từ với 'enough' || HD: 'Tính từ + enough'.
tutor: I need some informations.,"I need some information. || Lỗi: Danh từ không đếm được || HD: 'Information' không đếm được, không có 's'."
tutor: He gave me a good advice.,"He gave me some good advice. || Lỗi: Mạo từ và danh từ không đếm được || HD: 'Advice' không đếm được, dùng 'some advice' hoặc 'a piece of advice'."
tutor: She has many luggages.,"She has a lot of luggage. || Lỗi: Danh từ không đếm được || HD: 'Luggage' không đếm được, không có số nhiều."
tutor: I bought a new furniture for the living room.,"I bought new furniture for the living room. || Lỗi: Mạo từ và danh từ không đếm được || HD: 'Furniture' không đếm được, không dùng 'a'."
tutor: We had a good weather on our trip.,"We had good weather on our trip. || Lỗi: Mạo từ và danh từ không đếm được || HD: 'Weather' không đếm được, không dùng 'a'."
tutor: I need a new equipments.,"I need new equipment. || Lỗi: Danh từ không đếm được và số nhiều || HD: 'Equipment' không đếm được, không có 's' và không dùng 'a'."
tutor: I have a bread for breakfast.,"I have bread for breakfast. || Lỗi: Mạo từ || HD: 'Bread' không đếm được khi nói chung, không dùng 'a'."
tutor: I would like a water.,"I would like some water. || Lỗi: Mạo từ || HD: 'Water' không đếm được, dùng 'some'."
tutor: She has a beautiful long hair.,"She has beautiful long hair. || Lỗi: Mạo từ || HD: 'Hair' chỉ mái tóc chung không đếm được, không dùng 'a'."
tutor: I don't have a money.,"I don't have money. || Lỗi: Mạo từ || HD: 'Money' không đếm được, không dùng 'a'."
tutor: He gave me a useful feedback.,"He gave me useful feedback. || Lỗi: Mạo từ || HD: 'Feedback' không đếm được, không dùng 'a'."
tutor: Can I have a milk in my coffee?,"Can I have some milk in my coffee? || Lỗi: Mạo từ || HD: 'Milk' không đếm được, dùng 'some'."
tutor: I drink two milks every day.,"I drink two glasses of milk every day. || Lỗi: Danh từ không đếm được || HD: 'Milk' không đếm được, cần đơn vị đo lường như 'glass of'."
tutor: She has an experience as a teacher.,"She has experience as a teacher. || Lỗi: Mạo từ || HD: 'Experience' với nghĩa kinh nghiệm không đếm được, không dùng 'an'; 'an experience' chỉ sự kiện cụ thể."
tutor: I need an accommodation in Hanoi.,"I need accommodation in Hanoi. || Lỗi: Mạo từ || HD: 'Accommodation' không đếm được trong hầu hết ngữ cảnh, không dùng 'an'."
tutor: We had a fun at the party.,"We had fun at the party. || Lỗi: Mạo từ || HD: 'Fun' không đếm được, không dùng 'a'."
tutor: It's a beautiful scenery.,"It's beautiful scenery. || Lỗi: Mạo từ || HD: 'Scenery' không đếm được, không dùng 'a'."
tutor: He has a knowledge about finance.,"He has knowledge about finance. || Lỗi: Mạo từ || HD: 'Knowledge' không đếm được, không dùng 'a'."
tutor: I'm looking for a work.,"I'm looking for work. || Lỗi: Mạo từ || HD: 'Work' với nghĩa việc làm nói chung không đếm được, không dùng 'a'."
tutor: She gave me an underwear.,"She gave me underwear. || Lỗi: Mạo từ || HD: 'Underwear' không đếm được, không dùng 'an'."
tutor: I need a permission to enter.,"I need permission to enter. || Lỗi: Mạo từ || HD: 'Permission' không đếm được, không dùng 'a'."
tutor: Do you have a news for me?,"Do you have any news for me? || Lỗi: Mạo từ và danh từ không đếm được || HD: 'News' không đếm được, dùng 'any' hoặc 'some'."
tutor: I like to travel by a plane.,I like to travel by plane. || Lỗi: Mạo từ trong cụm chỉ phương tiện || HD: 'By plane' không có mạo từ.
tutor: She goes to work by the car.,She goes to work by car. || Lỗi: Mạo từ || HD: 'By car' không có 'the'.
tutor: I usually go to the school at 7.,"I usually go to school at 7. || Lỗi: Mạo từ || HD: 'Go to school' chỉ việc đi học, không dùng 'the'."
tutor: He is in the prison for robbery.,"He is in prison for robbery. || Lỗi: Mạo từ || HD: 'In prison' nghĩa là bị giam, không dùng 'the'."
tutor: She goes to the church every Sunday.,"She goes to church every Sunday. || Lỗi: Mạo từ || HD: 'Go to church' là đi lễ, không cần 'the'."
tutor: I'm going to the hospital to visit my uncle. (US),"I'm going to the hospital to visit my uncle. (Anh-Mỹ) hoặc I'm going to hospital (Anh-Anh). || Lỗi: Mạo từ || HD: Tùy biến thể tiếng Anh, nhưng với nghĩa thăm bệnh thì thường dùng 'the hospital' trong cả hai."
tutor: She has been in the bed all day.,"She has been in bed all day. || Lỗi: Mạo từ || HD: 'In bed' là nằm trên giường (nghỉ ngơi/ốm), không dùng 'the'."
